emp_id|full name|fname|lname|birth_date|dept_name|country|monthly_salary|sex|job title|employee_status|education
100687|Nour Al-Harbi|Nour|Al-Harbi|03-17-1998|I.T.|Pakistan|26170|1|Sales Executive|probation|MSc
100688|Dina Johnson|Dina|Johnson|10/11/1976| Environmental |UAE|24,369|female|Accountant|Active|master
100689|Mohamed Williams|Mohamed|Williams|04/09/2001|ENV|United States of America|4,183|Female|Sales Executive|probation|bachelor
100690|David Adel|David|Adel|02-Jan-1996| HR |AE|15710.00|female|Project Manager|Probation|Diploma
EMP100691|David Moore|David|Moore|28/10/1967|supply-chain|QAT|22177.25|Female|HR Specialist| Contractor |High School
100692|Aya Hassan|Aya|Hassan|02-12-1986|Prod| Pakistan |QAR 13,067.00| f |Business Analyst|active| PhD 
100693|Farah Al-Mansoori|Farah|Al-Mansoori|1985-02-03|Information Technology|PK|35837.75|female|IT Support|Contractor|PHD
100694| Dina  Saeed |Dina|Saeed|1991-11-02| Environmental |SA|40318.25|Male|Marketing Analyst|Leave|phd
100695|Michael Farouk|Michael|Farouk|1971-11-13| Operations |IN|EGP 9,715.25|2|Environmental Engineer|Probation|Bachelor
100696|Fatima Martinez|Fatima|Martinez|09/12/2000|Supply Chain|AE|4200.5|FEMALE|Data Engineer|Contractor| High School 
100697|Emily Brown|Emily|Brown|11-Sep-1994|Logistics|pakistan|23129.5|2|Sales Executive| Terminated |diploma
100698| Ahmed  Miller |Ahmed|Miller|1977/12/26|ops| Saudi |17715.25|Female|Sales Executive|PROB| High School 
100699|Ahmed Miller|Ahmed|Miller|1970/10/07|SALES| Egypt |7919.25|male|Accountant| Terminated |BA
100700|Ava Mostafa|Ava|Mostafa|1999-02-08|Information Technology|KSA|11078.75|F|Data Engineer|terminated|Diploma
100701|Omar Khan|Omar|Khan|09-Sep-1969| Operations | usa |EGP 27,929.00|Male|Project Manager|Contractor|DIP
100702|Mohamed Al-Harbi|Mohamed|Al-Harbi|09-24-1967|SCM|Philippines|7977|2|Project Manager| Probation |BSc
100703|Mohamed Brown|Mohamed|Brown|29-Apr-1981|finance|QAT|15045.5|FEMALE|Accountant| Terminated |Secondary
100704|Michael Khan|Michael|Khan|10-30-1974|SALES|IN|41722|1|IT Support|terminated|bachelor
100705|Faisal Al-Kuwari|Faisal|Al-Kuwari|15-Nov-1979|Human Resources|SA|8743.25|Male|Environmental Engineer|Contractor| Diploma 
100706|James Al-Harbi|James|Al-Harbi|1996/02/03| Commercial |PH|$11,050.50|Male|HR Specialist|ACT|diploma
100707|Youssef Brown|Youssef|Brown|28-Mar-1985|I.T.|PH|QAR 25,641.50|F|Supply Chain Coordinator|contractor|MSc
100708|Sophia Kamal|Sophia|Kamal|10/10/2001|I.T.|GB|28452|M|Sales Executive|ACT|phd
100709|John Khan|John|Khan|03/03/1967|HR|EGY|EGP 9,974.75|2|Production Operator| Contractor |MSc
100710|Saad Farouk|Saad|Farouk|26/11/1985|SCM|QA|22530|2|Project Manager|terminated| Bachelor 
100711|Taylor, Sophia|Sophia|Taylor||env.|GB|14632|M|Environmental Engineer|ON_LEAVE|bachelor
100712|David Hassan|David|Hassan|25/09/1975|PROD|Qatar|40118.5|FEMALE|Business Analyst|CONT|High School
100713|Mohamed Smith|Mohamed|smith|08/06/1992|Environment|egypt|11,267| m |Project Manager|Probation|MBA
100714|Tamer Farouk|Tamer|Farouk|09-Jul-1968|Environment|Emirates|32609|MALE|Marketing Analyst|TERM|MBA
100715|MAHA ADEL|Maha|Adel||Sales Dept|Emirates|21376.75|F|Data Engineer|A| Diploma 
100716|Aisha Al-Kuwari|Aisha|Al-Kuwari|15-Oct-1980|SALES|PAK|23511.25|MALE|Business Analyst|Probation|MSc
100717|Emily Nasser|Emily|Nasser|07-12-1998|Marketing|United Arab Emirates|25089.00|MALE|Marketing Analyst|New Hire| Bachelor 
100718|Ali Brown|Ali|Brown|21-Mar-2003|Finance|india|25,729|female|HR Specialist|probation|High School
100719|Fatima Jones|Fatima|Jones|05/08/1998|MKT|PK|EGP 3,819.25| m |Business Analyst|Inactive|Diploma
100720|Martinez, Karim|Karim|Martinez|2001/12/12|finance|US|5192|male|Safety Officer|contractor|HS
100721|Maha Farouk|Maha|Farouk|25-Feb-1978|Manufacturing|qatar|EGP 25,345.50|1|Data Engineer|Probation| Diploma 
100722|Mostafa Farouk|Mostafa|Farouk|01-Apr-1983|Sales| Jordan |10,874|M|Sales Executive|A|Diploma
100723|Sophia Hassan|Sophia|Hassan|2000-02-29|HSE|United States|N/A|M|Project Manager| Contractor | Master 
100724|Hassan Johnson|Hassan|Johnson|1983-05-31|IT|Jordan|25,012|1|Data Engineer|contractor|BA
100725|Sophia Khan|Sophia|Khan|06-10-1983|Logistics|india|32916.25|2|Marketing Analyst|on leave|bachelor
100726|Khalid Ali|Khalid|Ali|30-Dec-1978|human resources|PK|34128.25|female|Project Manager|PROB|Bachelor
100727|Maha Martinez|Maha|Martinez|unknown|SALES|egypt|25324|female|Environmental Engineer| Terminated |Diploma
100728|Noora Martinez|Noora|Martinez|27/12/2000| safety | Jordan |27953.5|M|Marketing Analyst|Probation| Diploma 
100729|John Ibrahim|John|Ibrahim|| production |SA|12,840|male|Environmental Engineer|PROB|BA
100730|Sara Mahmoud|Sara|Mahmoud|2003-02-26|Manufacturing|saudi arabia|21792.50|1|Environmental Engineer| Active |Doctorate
100731|Hassan, Fatima|Fatima|Hassan|1966-02-07|Manufacturing| Egypt |11067.25|male|Data Engineer|Active| High School 
100732|Youssef Jones|Youssef|Jones|1993/08/18|mktg|GB|27,946|2|Environmental Engineer|ON_LEAVE|HS
100733|Abdullah Khan|Abdullah|Khan|28-Aug-1987|SALES|jordan|35,085|female|Business Analyst| Terminated |master
100734|Kamal, Abdullah|Abdullah|Kamal|1993/04/26|SCM|UAE|38830|Male|Supply Chain Coordinator|on leave|HS
100735|Dina Kamal|Dina|kamal|23/05/2000|Prod|qatar|EGP 26,206.50|FEMALE|Sales Executive|PROB|High School
100736|James Khan|James|Khan|05-17-1971| HR | Qatar |43849.25|M|Production Operator|on leave| Master 
100737|David Al-Harbi|David|Al-Harbi|25-Nov-1979|Fin.| UAE |19954.75|1|Marketing Analyst| On Leave |high school
100738|Dina Williams|Dina|Williams|07-May-1989|finance|PH|7285.5|Male|Safety Officer|probation|bachelor
100739|Tamer Ibrahim|Tamer|Ibrahim|15/02/2001|mktg|saudi arabia|42,237|2|Production Operator| Active | Bachelor 
100740|Tamer Al-Farsi|Tamer|Al-Farsi|23/04/1968|Safety| Qatar |18768|MALE|HR Specialist|on leave|Secondary
EMP100741|Faisal Hassan|Faisal|Hassan|1976-07-19|Finance|QA|6138.75|Female|Accountant|External|Dipl.
100742|Aya Mostafa|Aya|Mostafa|2003/07/31|PROD|EG|9,562| m |Supply Chain Coordinator|probation|MSc
100743|Abdullah Garcia|Abdullah|Garcia|21/01/1998| HR |United States|6816.25|Female|HR Specialist|A|Dipl.
100743|Adel, Mostafa|Mostafa|Adel|1988/12/30|Information Technology|Pakistan|20739.5| f |Marketing Analyst| Active | PhD 
100745|Mona Hassan|Mona|Hassan|19-Jul-1977|Prod| Egypt |24324.25|MALE|Production Operator| Contractor |diploma
100746|Maha Mahmoud|Maha|Mahmoud|06-Mar-2001| IT |United Kingdom|14998.5|1|Business Analyst|Contractor|DIP
100747|Dina Kamal|Dina|Kamal|28/10/1987|Prod| UAE |10,110|MALE|HR Specialist|External|BA
100748| Omar  Moore |Omar|Moore|2002/07/10|Logistics| Saudi |3716.5|2|Project Manager|Probation|master
100749|Youssef Smith|Youssef|Smith|02-05-1982|Production| Qatar |EGP 40,030.00|2|Safety Officer|Active|diploma
100750|Maha Smith|Maha|smith|1975/01/01|it|US|11,644|Female|HR Specialist| Contractor |PHD
EMP100751|Saeed, Khalid|Khalid|Saeed|2002/01/27|SCM|Pakistan|EGP 10,410.00|MALE|Supply Chain Coordinator|contractor|HS
100752|Mariam Ali|Mariam|Ali|11-Mar-1976|Operation|KSA|7696.25|Male|Accountant|probation|Master
100753|Layla Patel|Layla|Patel|1972-06-25|Fin.| Pakistan |17063.25|Male|IT Support|on leave|Doctorate
100754|Hamad Adel|Hamad|Adel|07-Apr-1988|finance| Qatar |7734.75|2|IT Support|CONT|bachelor
100755| Youssef  Brown |Youssef|Brown|1975-08-29|HSE|Emirates|38,788|MALE|Environmental Engineer|Contractor|Secondary
100756| David  Al-Thani |David|Al-Thani|22-Apr-1997|it|EG|9614| f |Supply Chain Coordinator|TERM|Master
100757|Saeed, Faisal|Faisal|Saeed|1965/01/06|Manufacturing| usa |23893.5|1|Safety Officer|probation|master
100758|James Johnson|James|Johnson|1997/07/02|I.T.|PH|40253.25|F|Business Analyst|probation|PhD
100759|Ahmed Saeed|Ahmed|Saeed|1996-06-26|Environment|USA|14565|Male|Accountant|Contractor|diploma
100760|Saad Al-Farsi|Saad|Al-Farsi|1992-11-04|MKT| uk |33,130| f |Marketing Analyst|on leave|Doctorate
100761|Omar Mostafa|Omar|Mostafa|1984-06-20|IT|GB|21032|2|Marketing Analyst| Terminated |Master
100762|Al-Mansoori, Hamad|Hamad|Al-Mansoori|12-Nov-2000| HR | usa |43319.5|F|Safety Officer|New Hire|Master
100763|Noora Adel|Noora|Adel|06-May-1986|Production|IN|7211.75|FEMALE|HR Specialist|Active|PhD
100764| Aya  Saeed |Aya|Saeed|1970/04/04|ENV|Britain|37970|FEMALE|Sales Executive| Active |phd
100765|Saad Adel|Saad|Adel|11/06/1990|Marketing|United Kingdom|9567.5|M|HR Specialist| Probation |MSc
100766|Karim Saeed|Karim|Saeed|1999/04/26|Marketing|United States of America|$27,461.50| m |Supply Chain Coordinator|External|diploma
100767|Mostafa Al-Kuwari|MOSTAFA|Al-Kuwari|unknown|SALES|pakistan|8204.75| f |Accountant|probation|BA
100768|Youssef Taylor|Youssef|Taylor|06-20-1996|I.T.|United States|12987.25|Unknown|Project Manager|Leave|BA
100769|Sophia Al-Kuwari|Sophia|Al-Kuwari|26/04/1973|Manufacturing|India|25,675|male|Environmental Engineer| Contractor |phd
100770|Reem Jones|REEM|Jones|25-Jul-1986|sales|pakistan|22609.25|Male|Data Engineer|terminated| Bachelor 
100771|Emma Al-Thani|Emma|Al-Thani|1990-12-05|MKT|JO|32827.5| f |IT Support|CONT|phd
100772|Hassan Wilson|Hassan|Wilson|11/08/2003|Information Technology|IND|10347.5|2|Accountant|ON_LEAVE|HS
100773|Heba Wilson|HEBA|Wilson|24-Dec-1993|SCM| Qatar |3795.50|MALE|Project Manager|On Leave|Master
100774|Faisal Garcia|Faisal|Garcia|1971/04/14|Human Resources| Qatar |11,007|M|Environmental Engineer| Terminated |Master
100775|Al-Harbi, Reem|Reem|Al-Harbi|05/02/1985|Marketing|PK|23018.25|female|Marketing Analyst|Inactive| Diploma 
100776|Karim Ibrahim|Karim|Ibrahim|1992-10-21|OPS|AE|20985.75|Male|Marketing Analyst| Probation |MSc
100777|Abdullah Davis|Abdullah|Davis|1996-12-05|human resources|QAT|14131|Male|Project Manager|External| PhD |EXTRA_COL
100778|Mohamed Williams|Mohamed|Williams|10-24-1993|human resources| uk |$20,832.50|MALE|Production Operator|contractor|Secondary
100779|John Hassan|John|Hassan|12-21-1998|FIN|india|35406.5|M|Safety Officer| Active |bachelor
100780|Mariam Al-Harbi|Mariam|al-harbi|06/01/2001|Information Technology|United Kingdom|$38,427.00| f |IT Support| Contractor |diploma
100781|Fatima Al-Harbi|Fatima|Al-Harbi|2000/01/28|ops|jordan|32458|male|Sales Executive| Probation | High School 
100782|Robert Al-Mansoori|Robert|Al-Mansoori|27/03/1991|HR|philippines|9583.5| f |Marketing Analyst|A|BSc
100783|Mohamed Williams|Mohamed|Williams||SCM|philippines|39,224|male|Marketing Analyst|Leave|PhD
100784|Heba Hassan|Heba|Hassan|11/03/1986|Sales|jordan|23,867|1|Safety Officer|contractor|Dipl.
100785|Moore, Maha|Maha|Moore|05-Jun-1975|sales|India|EGP 13,983.00| m |Project Manager|active|Secondary
100786|Farah Hassan|Farah|Hassan|08-29-1997|I.T.|KSA|31373.25|FEMALE|Business Analyst|On Leave|PhD
100787|Emma Adel|Emma|Adel|01-15-1982|Safety| uk |41354.00|1|Project Manager|Terminated|BSc
100788|Khalid Adel|Khalid|Adel|11-10-1997|Supply Chain| usa |17,598|Female|Project Manager|On Leave|Secondary
100789|Fatima Smith|Fatima|Smith|04-09-2003|Sales Dept|Qatar|36427| f |Marketing Analyst|Inactive|Master
100790|Al-Kuwari, Sara|Sara|Al-Kuwari|27/11/1994|SALES|Egypt|8381.25|male|IT Support|A|BA
100791|Laila Al-Salem|LAILA|Al-Salem|09/01/1978|Finance|United States|27,629|Unknown|Data Engineer|New Hire|Doctorate
100792|Smith, Faisal|Faisal|Smith|19-Aug-1988|HR|PH|36650.75|N/A|Accountant| Active |high school
100793|Laila Mostafa|Laila|Mostafa|04-05-2000|Sales|Britain|17402|female|HR Specialist|On Leave|PHD
100794|Hamad Smith|Hamad|Smith|1988-11-11| Environmental |USA|36693.50|MALE|IT Support|External|master
100795|Youssef Jones|Youssef|Jones|20/11/1967|SCM|PH|18989.5|female|Safety Officer|Probation|MBA
100796|Aya Brown|Aya|Brown|04-Oct-1972|Human Resources|philippines|40682.25|1|Sales Executive|PROB|DIP
100797|Ava Kamal|Ava|Kamal|2000/05/17|human resources|Britain|33916.75|1|Data Engineer| Active | PhD 
100798|REEM JOHNSON|Reem|Johnson|10-Jul-1996|marketting|PAK|31898.75|2|Sales Executive|Leave| Bachelor 
100799|Mohamed Hassan|Mohamed|Hassan|16/03/1997| Marketing |EGY|34643.5|F|Data Engineer|probation|DIP
100800|Hassan, Sophia|Sophia|Hassan|11-Oct-1973|env.|India|14497.25|Male|IT Support|Contractor|phd
100801|James Patel|James|Patel|15/04/1980|SALES|United Kingdom|42567.75|female|Production Operator|A|phd
100802|Robert Moore|Robert|Moore|04-29-1970| production |IND|15243.25|M|Sales Executive|ON_LEAVE| Master 
100803|Ahmed Taylor|Ahmed|Taylor|05-22-1994|Operation|QA|25264.25|MALE|IT Support|probation|Dipl.
100804|MOSTAFA MOORE|Mostafa|Moore|2002/12/18|mktg|pakistan|43552.5|F|Environmental Engineer|Leave|master
100805|Hamad Brown|Hamad|Brown|1966/06/02|Environment|United States of America|3799.5|MALE|IT Support|Contractor|high school
100806|Sophia Johnson|Sophia|Johnson|1995-11-08|Logistics|KSA|N/A|Female|Sales Executive|active|bachelor
100807|Emma Ali|Emma|Ali|1980/01/10|human resources|saudi arabia|8415.25|1|Environmental Engineer|PROB|Secondary
100808|Noora Smith|NOORA|Smith|14/12/2002|SCM|United Kingdom|18176.75|MALE|HR Specialist|TERM|Doctorate
100809|Abdullah Al-Salem|Abdullah|Al-Salem|29/03/1968|ops| India |20090.5|Male|IT Support|probation|master
100810|Sophia Hassan|Sophia|Hassan|17/06/1966|Manufacturing|PH|$39,214.00|2|Safety Officer|ACT|PhD
100811|Aya Saeed|Aya|Saeed|05-05-1991|it|United States|17349.25|MALE|Accountant|Probation|Secondary
100812|Mariam Saeed|Mariam|Saeed|| Commercial |QAT|11136.75|1|IT Support|New Hire|diploma
100813|Nour Kamal|Nour|Kamal|08-11-1975|EHS|pakistan|21,276| m |Environmental Engineer|active|NULL
100814|Abdullah Smith|Abdullah|Smith|1966/10/16| Operations |Saudi Arabia|QAR 26,784.00|Male|Supply Chain Coordinator| On Leave | PhD 
100815|Sara Al-Farsi|Sara|Al-Farsi|1987-07-30| Environmental | Qatar |31164.5|Female|Project Manager|CONT|Diploma
100816|Dina Patel|Dina|Patel|25/08/1971|Operations|India|44,827|F|Environmental Engineer|On Leave|DIP
100817|Mariam Al-Salem|Mariam|Al-Salem|1999/02/01|ops|AE|29,923|Male|Project Manager|Terminated| Bachelor 
EMP100818|MAHA MAHMOUD|Maha|Mahmoud|1998-02-07|SCM|Britain|8329.00|female|Environmental Engineer|Inactive|Doctorate
100819|Omar Jones|Omar|Jones|10-21-1984|HR|saudi arabia|44,972|MALE|Business Analyst|New Hire|NULL
100820|Mariam Williams|Mariam|Williams|05-Apr-1977|Information Technology|USA|EGP 9,370.50|Male|Accountant|terminated|Master
100821|Maha Smith|Maha|Smith|1992/04/20|ops|jordan|6158.5|male|Data Engineer|TERM| Master 
100822|Maha Jones|Maha|Jones|31/02/1988|IT|Philippines|10356|FEMALE|Sales Executive|Active|Dipl.
100823|Al-Salem, Hassan|Hassan|Al-Salem|10/09/1974|Sales Dept|Qatar|40702.25| m |Supply Chain Coordinator|on leave| Diploma 
100824| James  Martinez |James|Martinez|03-25-1982|Operation| UAE |EGP 19,108.25|M|HR Specialist| Terminated | Bachelor 
100825|Mohamed Johnson|Mohamed|Johnson|2000/12/26|Finance|United States|15221|F|Marketing Analyst|active|MBA
100826|Ahmed Miller|Ahmed|Miller|1971/08/04| Accounting |saudi arabia|33545.75|Male|Supply Chain Coordinator|CONT| PhD 
100827|Omar Martinez|Omar|Martinez|05-12-1975|Human Resources|egypt|39,133|F|IT Support|Probation|phd
100828|Sophia Patel|Sophia|Patel|1995-07-25| Supply Chain |Pakistan|18978| f |Business Analyst|On Leave| Master 
100829|Hamad Al-Kuwari|Hamad|Al-Kuwari|01-19-1970|Fin.| India |24188.5|M|Production Operator|Probation| Master 
100830|Ahmed Miller|Ahmed|Miller|08-26-1981|FIN|JO|35527.25| f |Business Analyst|ON_LEAVE|DIP
100831|John Moore|JOHN|Moore|09-27-1999|env.|PAK|24950|FEMALE|Supply Chain Coordinator|Terminated| Master 
100832|Garcia, Olivia|Olivia|Garcia|1999/01/18|OPS|US|14,184|N/A|Project Manager|ON_LEAVE|MSc
100833|Michael Al-Harbi|Michael|Al-Harbi|1999/04/03|env.|PAK|26,796|female|Supply Chain Coordinator|External|BSc
100834|Mahmoud, Laila|Laila|Mahmoud|12-Mar-1970|Supply Chain|SA|EGP 22,436.25|male|Safety Officer|A|Doctorate
100835|Mariam Al-Salem|Mariam|Al-Salem|25/12/1982| safety |QAT|20238.25|female|Project Manager|Probation|Secondary
100836|Nour Garcia|Nour|Garcia||Fin.|USA|6650.75|female|Business Analyst|active|diploma
100837|Faisal Davis|Faisal|Davis|1980/07/01|Marketing|Jordan|5461.5|1|Supply Chain Coordinator|New Hire|phd
100838|Khalid Taylor|Khalid|Taylor|1979-08-13| production |Saudi Arabia|EGP 5,413.50|FEMALE|Project Manager|A|HS
100839|Laila Al-Harbi|LAILA|Al-Harbi|12-28-1996|Prod|Philippines|14046.75|MALE|Safety Officer|On Leave|Dipl.
100840|Mostafa Mahmoud|Mostafa|Mahmoud|31/02/1988|marketting|Pakistan|-36718|Male|Supply Chain Coordinator|terminated| PhD 
100841|Mostafa Ali|Mostafa|Ali|16-Aug-1984|Health & Safety|Pakistan|30187.5|Female|Supply Chain Coordinator|A|MBA
100842|Layla Johnson|Layla|Johnson|1972-09-27|Prod|QA|37561.50| f |Data Engineer|Contractor|NULL
100843|Noora Al-Thani|Noora|Al-Thani|20-Mar-1974|Finance|AE|| f |HR Specialist|External| Diploma 
100844|Maha Johnson|Maha|Johnson|30-Oct-1991|OPS|EGY|34756.00|M|Accountant| Contractor |BA
100845|Heba Wilson|Heba|Wilson|17-Jan-1991|Sales Dept|jordan|38820.25|female|Environmental Engineer|terminated|Dipl.
100846|Hamad Mahmoud|Hamad|Mahmoud|01-21-2000| Marketing | Saudi |EGP 32,098.25| f |Accountant|probation|PHD
100847|Mohamed Nasser|Mohamed|Nasser|06-Feb-1997|env.| Philippines |N/A|Male|Project Manager|Terminated|NULL
100848|Mona Williams|Mona|Williams|12-03-1971| Environmental |US|31324| m |IT Support|contractor| Bachelor 
100849|Abdullah Khan|Abdullah|Khan|1974-01-31|Production|India|QAR 6,755.50|Male|Project Manager|ACT| PhD 
100850|Laila Jones|Laila|Jones|1975/06/07|SALES|philippines|9389|FEMALE|HR Specialist| On Leave |Diploma
100851|Aya Al-Farsi|Aya|Al-Farsi|06-24-1972|Marketing|Jordan|42,121|Male|Supply Chain Coordinator|Probation|DIP
100852| Saad  Nasser |Saad|Nasser|05-09-1998|Safety|USA|5470.5|MALE|Project Manager| Contractor |master
100853|Ahmed Hassan|Ahmed|Hassan|1987-03-07|Sales| Egypt |17256.5|FEMALE|Data Engineer|TERM|phd
100854|Sara Mostafa|Sara|Mostafa|1968-08-23|H.R.|qatar|$22,790.25| m |Production Operator|A|MSc
100855|David Miller|David|Miller|27-Oct-1976|finance| Qatar |EGP 43,403.50|1|Accountant|active|MSc
100856|Maha Johnson|Maha|Johnson|23/12/1997| Accounting |egypt|14770.25|Male|Accountant|terminated| Master 
100857| Sophia  Al-Harbi |Sophia|Al-Harbi|1977/03/28|Environment|GB|10,197|FEMALE|Safety Officer|New Hire|high school
100858|Mostafa Johnson|Mostafa|Johnson|2002-08-20|Production|EG|28864|2|HR Specialist| Contractor |High School
100859|Omar Al-Farsi|Omar|Al-Farsi|1981/06/22|Sales Dept|United Kingdom|25,999|male|Business Analyst|probation|HS
100860|Laila Patel|Laila|Patel|17-Jun-1989|Finance|India|6515.25|female|Sales Executive|ON_LEAVE|high school
100861|James Farouk|James|Farouk|1985-05-20|it| Egypt |$39,855.75|F|HR Specialist|ACT|MBA
100862|Ahmed Ibrahim|Ahmed|Ibrahim|1989-11-07|Manufacturing|Britain|7824.25| m |Data Engineer|Inactive|Dipl.
100863|Taylor, David|David|Taylor|12-24-1990| Environmental | usa |11,388|MALE|Project Manager|ACT|Master
100864|Hassan Kamal|Hassan|Kamal|1985-10-24| IT |IND|17,233|1|Marketing Analyst|contractor|Bachelor
100865|Ahmed Al-Thani|Ahmed|Al-Thani|1983/12/06|Prod| Qatar |-15214| m |Business Analyst|ACT|Diploma
100866|AHMED MOSTAFA|Ahmed|Mostafa|1991/11/12|HR|Britain|QAR 30,413.50|Female|Sales Executive|PROB|bachelor
100867|Dina Williams|Dina|Williams|2000-11-16|Information Technology|IN|EGP 4,999.00| m |Safety Officer| On Leave |BA
100868|Abdullah Garcia|Abdullah|Garcia|1992-05-14|marketting|EG|18110.25|F|Accountant|ACT|MSc
100869|Mariam Al-Thani|Mariam|Al-Thani|29-Nov-1973| Environmental | Saudi |EGP 25,623.25|female|Environmental Engineer|New Hire|PHD
100870|Mariam Al-Kuwari|Mariam|Al-Kuwari|26/03/1982|OPS|UAE|30236.75|Female|Project Manager|ON_LEAVE|Master
100871| Youssef  Adel |Youssef|Adel|1969-12-14|SALES|PHL|24,460|1|Production Operator|Inactive|phd
100872|Mostafa Kamal|Mostafa|Kamal||human resources|QA|6786.75| f |Safety Officer|Leave|Bachelor
100873|Nour Kamal|Nour|Kamal|1992-12-01|human resources|EGY|N/A|female|Sales Executive|New Hire|PhD
100874|Faisal Nasser|Faisal|Nasser|09-02-2002|IT|Qatar|36635.75|M|Business Analyst|Probation|High School
100875|Maha Johnson|Maha|Johnson|1994/04/19|PROD|UK|32603| f |Project Manager|active|HS
100876|Noora Al-Harbi|Noora|Al-Harbi|1995/01/01|Sales|egypt|35531.75|Female|Business Analyst||diploma
100877|Emily Saeed|Emily|Saeed|1972/07/25|HR|Jordan||1|Accountant|ON_LEAVE|master
100878|Tamer Khan|Tamer|Khan|03/03/1965|env.|egypt|39,792|Female|Marketing Analyst|External| Bachelor 
100879|Ali Miller|Ali|Miller|2000/11/25| IT |KSA|QAR 8,105.25|1|HR Specialist| On Leave |Diploma
100880|Layla Williams|Layla|Williams|1970/06/30|finance|qatar|23362|FEMALE|Supply Chain Coordinator| Contractor | Bachelor 
100881|Heba Al-Farsi|Heba|Al-Farsi|20/12/1987| Commercial |jordan|22480.25|female|Accountant|New Hire|BSc
100882|Al-Farsi, Hassan|Hassan|Al-Farsi|1991-01-24|H.R.|UAE|34112|FEMALE|Production Operator|Active|Dipl.
100883|NOORA AL-KUWARI|Noora|Al-Kuwari|06-Nov-1968|Safety| Jordan |31553.5|2|HR Specialist| Contractor |bachelor
100884|Dina Patel|Dina|Patel|1984/09/16|ops|india|5,815|MALE|Supply Chain Coordinator| Terminated |bachelor
100885|Olivia Al-Mansoori|Olivia|Al-Mansoori|1980-04-21|Manufacturing|GB|5048|F|Data Engineer|Terminated|BA
100886|Robert Moore|Robert|Moore|2001/10/27|Safety|Pakistan|15754.75|female|Environmental Engineer|terminated|high school
100887|Saad Jones|Saad|Jones|1991/08/25|Environment|UK|41534.5| m |Business Analyst|New Hire|HS
100888| Khalid  Al-Thani |Khalid|Al-Thani|1983/05/24|Prod|India|EGP 15,016.00|F|Data Engineer|Active| High School 
100889|Johnson, Noora|Noora|Johnson|1974-02-05| HR |SA|N/A|female|Business Analyst|Level 2|Probation|bachelor
100890|Michael Garcia|Michael|Garcia|1995-08-01|Finance|PK|42797.50|MALE|Accountant|terminated|bachelor
100891| Emma  Al-Salem |Emma|Al-Salem||I.T.|UAE|16052.5|FEMALE|Environmental Engineer|Active| High School 
100892|Mona Al-Kuwari|Mona|Al-Kuwari|1996/02/16| Marketing |QAT|33075.75|M|Marketing Analyst|External|DIP
100893|Farah Jones|Farah|Jones|1994/04/13|it|US|35840.00|2|Project Manager| Contractor |BSc
100894|Ali Kamal|Ali|Kamal|06/07/1976|FIN| Qatar |14089.5|N/A|Sales Executive|Leave|phd
100895|Aisha Moore|Aisha|Moore|1995-03-08|FIN|Pakistan|33771.5|MALE|Production Operator|ACT|PHD
100896| Karim  Johnson |Karim|Johnson|1988/05/31|Fin.|India|17377|FEMALE|Sales Executive| Terminated |MSc
100897|Tamer Moore|Tamer|Moore|10-13-1979|ENV| uk |37,586| f |Supply Chain Coordinator|External|High School
100898|Ali Garcia|ALI|Garcia|1973-12-02|finance| UAE |22884.5|Female|Marketing Analyst|On Leave|Doctorate
100899|Mona Al-Mansoori|Mona|Al-Mansoori|1974/07/08| safety |IND|28656.75|Female|Sales Executive| Contractor |Doctorate
100900|Moore, David|David|Moore|12-11-1979|Marketing|Qatar|4202.75| m |Safety Officer| Contractor |MSc
100901|Karim Mostafa|Karim|Mostafa|1969/10/23|sales|JOR|20847|Female|IT Support|terminated|High School
EMP100902|Abdullah Farouk|Abdullah|Farouk|14-Apr-1989|ops|United Kingdom|40151| m |Accountant|ON_LEAVE|DIP
100903|Sara Ibrahim|Sara|Ibrahim|10-03-1967|it|UK|36822.25|1|IT Support|TERM|Doctorate
100904|Hamad Saeed|Hamad|Saeed|07-08-1968| Marketing |United States|43826.5|M|Safety Officer|Inactive|High School
100905|James Al-Harbi|James|Al-Harbi|1970/04/11|I.T.|United States|31595.75|Female|Business Analyst|contractor| PhD 
100906|David Moore|David|Moore|1983-10-07|Sales Dept|Qatar|QAR 29,076.50|female|Production Operator|ON_LEAVE|DIP
100907|James Taylor|James|Taylor|24/02/1986| Commercial |Jordan|44711.75|1|Sales Executive|A|HS
100908|Aisha Kamal|Aisha|Kamal|27/01/1991|Environmental| India |41,667|MALE|Supply Chain Coordinator|contractor|Doctorate
100909|Mariam Martinez-Saeed|Mariam|Martinez|1980/12/02|PROD|United Arab Emirates|23566.00|FEMALE|IT Support|Terminated| Master 
100910|Mahmoud Davis|Mahmoud|Davis|1997/10/10|MKT|KSA|8,679|2|Environmental Engineer|Terminated|Dipl.
100911|Mariam Nasser|Mariam|Nasser|1982/08/23|Supply Chain| Philippines |QAR 34,904.00|MALE|Business Analyst|Probation|PhD
100912|Wilson, Laila|Laila|Wilson|1987-05-16|Prod|EGY|EGP 9,136.50|F|Safety Officer| Probation |Doctorate
100913|Karim Smith|Karim|Smith|18-Feb-1971| Marketing |india|-29253.75|male|IT Support|terminated| Bachelor 
100914|Ava Taylor|Ava|Taylor|26-Jun-1978|Operations|KSA|11,358|male|HR Specialist|active|bachelor
